invoice_id,customer_id,issue_date,due_date,amount,terms,status
INV-2379,C-12,2025-03-12,2025-04-11,11007.66,Net 30,paid
INV-2380,C-12,2025-03-13,2025-04-12,11874.33,Net 30,paid
INV-2381,C-12,2025-03-04,2025-04-03,10495.11,Net 30,paid
INV-2382,C-12,2025-04-09,2025-05-09,14008.64,Net 30,paid
INV-2383,C-12,2025-04-18,2025-05-18,11220.95,Net 30,paid
INV-2384,C-12,2025-04-10,2025-05-10,12142.03,Net 30,paid
INV-2385,C-12,2025-05-09,2025-06-08,10806.37,Net 30,paid
INV-2386,C-12,2025-05-17,2025-06-16,11096.62,Net 30,paid
INV-2387,C-12,2025-05-07,2025-06-06,6404.08,Net 30,paid
INV-2388,C-12,2025-06-17,2025-07-17,11691.61,Net 30,paid
INV-2389,C-12,2025-06-16,2025-07-16,12522.04,Net 30,paid
INV-2390,C-12,2025-06-27,2025-07-27,12550.72,Net 30,paid
INV-2391,C-12,2025-07-10,2025-08-09,11959.69,Net 30,paid
INV-2392,C-12,2025-07-26,2025-08-25,13133.01,Net 30,paid
INV-2393,C-12,2025-07-04,2025-08-03,11689.76,Net 30,paid
INV-2394,C-12,2025-08-10,2025-09-09,8891.26,Net 30,paid
INV-2395,C-12,2025-08-15,2025-09-14,12102.02,Net 30,paid
INV-2396,C-12,2025-08-14,2025-09-13,13165.31,Net 30,paid
INV-2397,C-12,2025-09-01,2025-10-01,14267.1,Net 30,paid
INV-2398,C-12,2025-09-15,2025-10-15,12142.21,Net 30,paid
INV-2399,C-12,2025-09-26,2025-10-26,5652.84,Net 30,paid
INV-2400,C-12,2025-10-18,2025-11-17,10063.94,Net 30,paid
INV-2401,C-12,2025-10-15,2025-11-14,13702.86,Net 30,paid
INV-2402,C-12,2025-10-26,2025-11-25,12691.68,Net 30,paid
INV-2403,C-12,2025-11-04,2025-12-04,9572.95,Net 30,paid
INV-2404,C-12,2025-11-18,2025-12-18,13518.62,Net 30,paid
INV-2405,C-12,2025-11-27,2025-12-27,8196.78,Net 30,paid
INV-2406,C-12,2025-12-01,2025-12-31,13088.2,Net 30,paid
INV-2407,C-12,2025-12-25,2026-01-24,11249.41,Net 30,paid
INV-2408,C-12,2025-12-26,2026-01-25,13519.67,Net 30,paid
INV-2409,C-12,2026-01-03,2026-02-02,14573.56,Net 30,paid
INV-2410,C-12,2026-01-20,2026-02-19,10593.56,Net 30,paid
INV-2411,C-12,2026-01-10,2026-02-09,12045.5,Net 30,paid
INV-2412,C-12,2026-02-01,2026-03-03,10020.83,Net 30,paid
INV-2413,C-12,2026-02-01,2026-03-03,8086.29,Net 30,paid
INV-2414,C-12,2026-02-15,2026-03-17,12327.28,Net 30,paid
INV-2415,C-12,2026-03-03,2026-04-02,10796.4,Net 30,paid
INV-2416,C-12,2026-03-10,2026-04-09,12322.23,Net 30,paid
INV-2417,C-12,2026-03-25,2026-04-24,16543.36,Net 30,paid
INV-2418,C-12,2026-04-11,2026-05-11,9450.31,Net 30,paid
INV-2419,C-12,2026-04-04,2026-05-04,9239.38,Net 30,paid
INV-2420,C-12,2026-04-18,2026-05-18,8942.71,Net 30,paid
INV-2421,C-12,2026-05-27,2026-06-26,13954.85,Net 30,paid
INV-2422,C-12,2026-05-09,2026-06-08,10668.18,Net 30,paid
INV-2423,C-12,2026-05-26,2026-06-25,5257.62,Net 30,paid
INV-2424,C-12,2026-06-10,2026-07-10,8683.72,Net 30,paid
INV-2425,C-12,2026-06-22,2026-07-22,13649.71,Net 30,paid
INV-2426,C-12,2026-06-02,2026-07-02,9254.16,Net 30,paid
INV-2427,C-12,2026-07-19,2026-08-18,9066.55,Net 30,paid
INV-2428,C-12,2026-07-26,2026-08-25,11617.48,Net 30,paid
INV-2429,C-12,2026-07-25,2026-08-24,11103.19,Net 30,paid
INV-2430,C-12,2026-08-10,2026-09-09,15018.0,Net 30,open
INV-2431,C-12,2026-08-09,2026-09-08,11706.36,Net 30,open
INV-2432,C-12,2026-08-14,2026-09-13,8663.34,Net 30,open
